art,EW 5876 G,EW 4541 G,EW 4471 G,EW 5411 G,EW 4481 G,EW 5592 G,EW 4686 G,EW 4116G,EW 4340G,FWHM 5876 G,FWHM 4541 G,FWHM 4471 G,FWHM 5411 G,FWHM 4481 G,FWHM 5592 G,FWHM 4552 G,FWHM 4267 G,FWHM 4116G,FWHM 4340G,EW 5876,EW 4541,EW 4471,EW 5411,EW 4481,EW 5592,EW 4686,EW 4116,EW 4340,EW 5876 INT,EW 4541 INT,EW 4471 INT,EW 5411 INT,EW 4481 INT,EW 5592 INT,EW 4686 INT,EW 4340 INT
O,983.52,493.11,826.18,752.97,0,60.69,560.87,0,3157.5,9.95,6.94,8.08,8.09,2.67,6.32,0,0,0,10.46,760.99,130.67,227.53,405.53,0,6.44,522.52,0,2386.56,488,426.4,559.9,590.58,0,14.54,306.77,2438.41
O,943.61,781.23,543.14,1004.71,0,252.99,237.86,0,1874.01,4.7,3.86,3.47,4.66,3.57,2.63,0.1,0,0,5.1,848.44,733.58,50.81,857.29,1.2,92.83,364.99,0,1807.52,909.26,599.55,224.32,977.84,0,154.96,235.88,1578.47
O,1408.41,462.55,881.88,631.18,49.62,308.68,130.61,280.28,1527.96,5.07,3.77,3.79,4.36,3.82,2.05,2.39,0,3.94,4.56,1329.95,574.14,524.21,540.88,79.5,213.12,155.08,202.31,1508.45,1275.13,525.22,580.69,512.97,0,264.08,142.9,1578.48
O,503.07,679.22,167.17,1000.04,45.59,152.88,773.67,0,1936.57,2.28,2.72,1.51,3.4,1.78,2.94,1.2,0,0,4.32,513.1,740.01,68.98,1063.84,8.64,119.7,847.62,0,1978.57,385.26,658.96,117.03,1085.39,28.69,144.13,829.07,2246.29
O,478.92,644.78,159.84,962.44,45.38,152.78,736.93,0,1902.76,2.2,2.61,1.46,3.3,1.77,2.82,1.2,0,0,4.26,542.76,725.13,73,1056.15,18.04,124.04,856.19,0,1985.05,385.26,658.96,117.03,1085.39,28.69,144.13,829.07,2246.29
O,1098.23,557.89,621.1,726.48,67.87,299.48,143.01,143.61,1555.57,2.75,2.37,1.87,2.81,1.9,1.5,1.35,0,1.33,3.78,1115.23,633.87,536.45,687.73,3.53,259.43,65.48,93.36,1681.9,1146.16,651.14,530.47,681.62,42.6,272.93,104.86,1656.85
O,1243.64,295.81,823.3,545.99,107.05,265.17,188.31,300.64,1305.93,3.13,2.08,2.23,2.89,2.18,2.07,2.37,0,1.61,3.37,1249.28,286.99,760.51,616.49,100.77,316.65,129.07,272.31,1442.83,1028.19,281.13,740.79,610.77,79.38,273.37,147.04,1589.73
O,1190.82,286.16,797.34,544.87,106.81,265.09,181.78,292.49,1305.39,3.03,2.03,2.17,2.88,2.18,2.01,2.37,0,1.58,3.37,1248.58,308.8,743.97,608.12,107.58,318.7,139.2,261.88,1441.45,1028.19,281.13,740.79,610.77,79.38,273.37,147.04,1589.73
O,887.5,460.15,624.15,681.24,91.07,264.12,706.38,145.67,1997.49,2.12,2.62,1.81,3.11,1.77,2.19,1.39,0,1.04,4.53,876.09,499.94,536.3,703.8,30.64,276.03,760.25,114.52,2117.38,852.75,478.23,531.02,702.11,81.75,247.86,710.7,2519.53
O,862.47,449.3,610.76,668.82,91.13,264.55,692.1,142.81,2001.21,2.07,2.56,1.77,3.07,1.77,2.15,1.39,0,1.02,4.55,861.55,513.42,542.82,706.17,25.67,270.11,753.65,96.83,2107.72,852.75,478.23,531.02,702.11,81.75,247.86,710.7,2519.53
O,949.69,1108.95,293.92,1526.94,0,137.55,638.31,0,2258.91,8.8,6.46,5.47,7.72,6.1,4.34,0,0.14,0,6.85,602.58,987.71,40.88,1301.28,0,164.98,499.56,0,1937.33,649.44,901.06,130.47,1272.25,0,48.18,580.76,1847.42
O,795.63,1070.71,280.4,1555.11,0,108.77,634.64,0,2130.57,7.79,6.18,5.51,7.45,4.83,4.13,0,0,0,6.48,552.61,903.44,221.17,1302.26,0,139.97,748.23,0,2086.31,578.01,884.12,167.76,1248.1,1.48,34.49,679.8,2070.17
O,837.53,756.43,537.17,1028.77,76.34,169.3,875.32,25.13,1992.72,2.64,3.27,2.16,3.81,2.05,3.09,1.73,0,0.64,4.75,688.4,888.11,366.8,1128.9,2.14,112.68,1048.72,10.76,1917.48,773.46,903.31,435.61,1122.39,34.38,157.83,1020.03,1929.71
O,750.49,755.89,487.61,993.57,75.46,167.86,835.81,24.44,1814.21,2.42,3.26,2,3.7,2.04,2.97,1.72,0,0.62,4.39,694.4,868.05,382.91,1133.2,5.51,143.11,1033.05,26.71,1888.04,773.46,903.31,439.63,1165.66,34.38,164.05,1031.44,1929.71
O,1209.65,260.18,814.77,399.65,86.32,224.16,220.04,428.44,1282.37,2.89,2.02,1.97,2.46,1.77,1.76,1.42,0.99,1.48,3.1,1205.42,398.89,786.65,412.95,81.42,191.75,48.34,391.83,1481.5,1136.04,497.71,798.7,391.8,64.09,225.08,73.05,1648.1
O,968.66,253.99,746.85,396.34,110.47,221.76,189.5,372.31,1302.24,2.59,2,1.87,2.44,1.75,1.64,1.68,0.58,1.41,3.3,924.57,355.4,776.57,384.09,135.09,225.29,50.76,395.51,1498.36,949.84,371.72,779.91,433.7,123.16,212.55,96.68,1638.5
O,992.91,337.66,821.68,554.32,170.46,133.46,669.91,222,2039.8,2.64,3.15,2.45,3.54,2.09,2.37,2.48,0,1.49,4.83,1031.63,428.42,807.86,609.52,199.63,144.11,325.4,187.04,2230.26,982.15,440.7,790.46,660.9,191.42,126.26,403.01,2497.61
O,958.23,341.27,802.27,550.29,170.98,133.21,650.95,216.05,2059.28,2.57,3.18,2.4,3.52,2.09,2.32,2.48,0,1.46,4.86,1016,438.95,810.58,604.36,208.61,105.03,333.4,189.51,2258.08,982.15,440.7,790.46,660.9,191.42,126.26,403.01,2497.61
O,1245.05,187.94,873.51,409.1,97.29,176,326.79,810.76,1638.49,4.07,2.77,3.27,4.1,3.34,2.97,2.46,0.36,7.45,4.44,1245.4,238.36,551.67,333.67,7.57,152.14,130.44,1061.01,1658.09,1099.68,96.55,617.4,371.88,37.69,108,177.04,1717.45
O,1059.68,158.03,757.76,352.03,95.51,171,282.67,517.02,1633.22,3.61,2.39,2.93,3.66,3.23,2.66,2.43,0.36,4.85,4.43,1226.57,233.28,576.06,345.57,6.79,147.48,141.9,492.94,1648.76,1099.68,96.55,617.4,381.67,37.69,108,177.04,1822.4
O,987.83,474.11,799.5,768.72,73.3,213.13,830,260.35,2643.42,5.16,4.49,3.95,6,4.12,4.21,2.38,0,5.34,6.79,829.08,521.85,185.48,560.69,21.33,125.58,673.16,175.16,2200.79,797.8,379.35,421.77,676.81,22.53,148.51,663,2390.31
O,887.41,446.46,757.24,753.77,53.49,211.17,792.07,308.24,2584.26,4.81,4.22,3.75,5.92,4.21,4.11,2,0,7.24,6.71,730.36,551.66,196.89,630.28,49.53,220.94,707.84,304.38,2393.32,780.01,416.04,408.27,692.16,0,146.47,696.55,2368.99
O,1314.02,686.55,768.27,971.28,0,315.63,366.17,95.44,1891.56,5.97,4.79,4.58,5.5,5.01,3.08,0,0,3.12,5.56,1242.89,592.69,278.52,928.73,0,279.67,237.68,31.93,1956.98,1218.09,599.89,448.76,819.28,0.17,267.05,310.72,1901.13
O,1209.51,637.92,695.26,902.16,0,310.5,340.06,88.13,1830.39,5.62,4.53,4.27,5.21,4.96,2.91,0,0,2.94,5.42,1240.41,626.13,330.68,919.49,0,271.11,237.75,42.61,1942.34,1218.09,599.89,448.76,819.28,0.17,267.05,310.72,1901.13
O,1197,551.15,712.73,729.87,0,333.98,758.04,0,2261.7,5.07,4.3,3.69,4.93,4.15,3.61,0,0,0.14,5.73,1007.85,501.83,244.59,761.7,0,209.45,725.81,11.15,1580.41,1075.34,323.87,704.93,527.12,2.1,213.74,690.96,2188.66
O,617.62,634,366.15,777.36,32.34,134.72,539.06,0,2000.01,4.29,3.98,3.67,4.24,2.75,3.64,1.59,0,0,5.84,650.16,681.05,226.6,671.12,36.32,120.69,681.26,0,1967.61,488.21,661.82,303.65,719.89,0,86.18,565.81,2062.86
O,1156.76,325.19,834.82,506.64,110.68,266.98,199.73,397.97,1379.16,3.14,2.14,2.26,2.6,1.83,1.78,1.72,1.2,1.67,3.73,1227.65,493.97,633.71,404.64,28.42,215.47,109.06,141.7,1496.81,1261.96,372.65,574.65,442.19,43.03,200.99,148.38,1603.83
O,1007.76,433.37,706.86,521.33,48.21,208.03,518.12,181.7,1910.83,2.55,2.85,2.14,2.96,2.08,1.89,1.09,0,1.27,4.42,1124.08,506.5,666.14,507.24,45.71,174.41,497.52,104.35,1982.72,1125.06,487.76,577.05,457.59,15.44,153.41,489.15,2056.12
O,1121.98,0,1010.33,239.27,15.98,30.91,198.71,384.01,1301.86,2.95,0,2.76,2.33,0.54,1.77,0.24,0,1.68,3.42,945.25,0,809.92,133.65,14.28,13.1,80.91,40.07,1166.21,1029.49,0,746.9,155.81,2.73,11.83,4.04,1033.84
O,788.66,697.24,498.66,1088.49,114.53,222.56,225.17,4.91,1673.93,2.9,2.97,2.3,3.85,2.53,1.88,2.64,0,0.21,4.23,737.88,659.63,353.5,1036.38,144.71,186.4,296.34,8.87,1802.58,739.5,672.24,350.64,1157.91,97.16,223.25,291.1,1920.71
O,710.85,657.11,457.99,1025.45,107.79,220.55,208.93,4.82,1625.45,2.68,2.82,2.14,3.66,2.52,1.77,2.46,0,0.19,4.13,736.52,659.71,373,1011.31,115.27,179.78,291,17.44,1802.49,739.5,672.24,350.64,1139.52,97.16,220.14,291.1,1920.71
O,1154.4,198.26,742.1,308.87,73.69,247.38,147.49,397.66,1304.57,3.17,1.99,2.22,2.46,1.92,1.62,1.45,1.11,1.53,3.61,1209.56,113.67,697.22,280.36,48.46,203.03,176.31,324.6,1495.72,1163.47,222.87,702.45,277.64,61.99,236.27,134.76,1670.36
O,1104.4,292.75,749.59,406.33,70.71,227.56,298.49,234.97,1737.55,3.32,2.68,2.71,3.08,2.25,2.24,1.81,1.3,2.01,4.57,1066.49,374.7,717.56,302.04,12.28,171.73,330.69,114.98,1685.97,1228.68,373.66,727.06,356.2,42.54,223.41,308.59,1892
O,1253.46,177.82,790.59,264.69,56.17,192.96,227.79,410.75,1429.05,3.66,2.5,2.71,2.89,2.57,2.13,1.7,1.68,2.32,3.89,1356.86,154.93,597.6,193.63,47.02,162.19,110.11,9.41,1635.17,1350.99,208.8,593.7,222.35,12.8,158.73,159.46,1919.2
O,794.61,603.02,554.54,731.89,72.67,222.45,755.56,107.45,2057.19,1.39,2.6,1.21,2.55,0.92,1.78,0.81,0,0.61,4.33,849.74,669.24,536.47,824.7,59.91,204.17,816.06,101.73,2235.35,813.55,714.73,556.23,939.12,59.74,217.68,849.16,2497.85
O,762.54,592.39,542.7,736.02,72.63,222.66,743.25,104.96,2075.24,1.34,2.56,1.19,2.56,0.92,1.76,0.81,0,0.6,4.37,848.12,672.17,530.07,824.63,62.59,202.27,816.27,99.14,2233.14,813.55,714.73,556.23,939.12,53.54,217.68,849.16,2497.85
O,1004.27,224.55,765.76,298.85,67.36,172.18,160.87,311.4,1314.4,3.09,2.16,2.25,2.31,1.92,1.63,1.43,1.36,1.39,3.77,1138.4,332.63,726.75,287.21,29.28,154.61,76.65,360.03,1338.37,1104.44,291.3,715.18,294.16,41.19,150.96,99.38,1421.92
O,1699.41,575.27,1062.74,662.38,0,4.36,670.3,236.75,2715.74,11.41,8.54,7.4,9.05,0.31,6.98,0,0,4.32,9.39,1051.66,659.03,463.52,523.18,0,8.43,188.81,262.93,1688.46,1112.73,318.56,639.32,419.2,0,0,440.15,2038.49
O,1253.49,0,802.99,0,88.58,176.45,201.95,390.13,1414.79,2.96,0.66,2.06,0,1.7,1.78,1.4,1.17,1.43,3.33,1271.31,30.67,833.01,0,63.41,162.64,28.44,413.69,1589.27,1342.03,264.91,784.31,217.67,62.75,163.84,88.93,1860.45
O,928.46,365.16,864.07,383.62,66.19,116.25,601.24,138.57,2338.61,3.32,4.13,2.97,3.44,2.34,2.61,1.75,1.55,1.68,5.62,1012.41,471.11,898.46,422.42,64.35,85.48,433.18,2.32,2318.3,979.65,643.54,895.69,424.4,62.51,87.94,485.59,2459.97
O,476.36,684.51,154.24,955.97,37.38,174.52,598,0,1869.71,2.31,2.83,1.55,3.34,2.03,3.18,1.41,0,0,4.28,372.07,706.26,68.84,1010.25,27.9,172.52,717.76,0,2003.62,405.37,633.77,99.8,946.74,0.91,152.81,705.48,1959.1
O,435.5,639.93,142.63,938.4,36.83,176.45,557.07,0,1799.24,2.15,2.68,1.46,3.29,2.04,3,1.4,0,0,4.14,384.91,706.83,92.41,1000.42,20.82,163.78,723.16,0,1988.51,405.37,633.77,107.06,953.95,0.91,152.81,705.48,1959.1
O,1182.48,140.78,804.95,184.97,93.31,141.72,166.51,364.9,1455.97,2.93,2,2.08,2.2,1.65,1.74,1.36,1.19,1.39,3.44,1223.58,159.89,804.85,124.71,71.47,138.96,8.38,422.53,1679.01,1231.66,175.96,824.1,131.5,76.04,133.84,55.38,2049.99
O,1110.54,107.99,741.86,216.1,117.75,160.15,148.8,350.78,1517.43,2.98,1.6,2.03,2.33,1.85,1.65,1.65,1.22,1.34,3.82,1226.38,142.2,700.26,227.47,93.59,149.76,14.19,333.24,1717.08,1341.94,130.24,714.3,228.2,74.37,144.33,61.07,2106.4
O,904.81,288.76,622.34,359.34,64.24,188.73,433.05,194.55,2001.75,2.06,2.23,1.71,2.22,1.26,1.65,0.84,0.9,0.86,4.59,1027.85,425.21,626.27,376.96,51.58,180.65,462.7,190.73,2142.71,1034.8,382.48,625.92,367.75,36.29,183.06,413.68,2253.09
O,722.82,610.18,394.5,806.97,43.82,199.75,630.99,11.9,1942.19,2.08,2.67,1.62,3.04,1.58,2.64,1.04,0.46,0.54,4.43,808.64,738.99,390.29,838.63,20.28,183.5,663.28,7.54,2170.81,794.7,694.02,423.68,830.63,22.43,182.01,608.72,2334.35
O,1209.74,394.64,770.17,568.48,85.94,329.97,372.36,269.25,1673.84,2.68,2.23,1.94,2.64,1.93,2.29,1.6,0.9,1.43,3.75,1245.47,471.41,712.34,561.63,27.22,306.68,369.76,251.32,1852.75,1278.73,487.55,712.17,546.29,34.76,320.06,396.5,2115.18
O,1178.97,394.74,755.39,557.07,86.17,330.77,365.12,263.35,1672.8,2.62,2.23,1.91,2.59,1.93,2.25,1.61,0.9,1.41,3.75,1251.94,471.94,729.89,564.14,20.11,319.37,378.28,277.8,1859.08,1278.73,487.55,712.17,546.29,34.76,320.06,396.5,2115.18
O,1006.17,333.91,694.44,359.28,95.9,198.66,448.67,244.18,1801.07,2.48,2.72,2.03,2.65,1.66,1.87,1.49,1.18,1.28,4.3,1128.37,405.76,697.34,393.35,92.83,163.86,450.91,41.14,1922.9,1158.94,361.76,671.71,343.28,90.14,180.94,444.02,2300.38
O,705.55,387.59,624.65,553.91,71.38,168.54,598.1,136.95,2461.98,1.61,2.74,1.66,2.93,1.25,1.77,0.91,0,0.76,5.52,745.88,457.15,520.45,575.39,23.27,177.64,625.73,28.59,2689.52,728.73,458.39,554.1,608.27,34.13,178.94,583.83,2881.72
O,691.99,379.37,616.99,554.82,71.37,169.03,590.35,134.9,2474.5,1.58,2.69,1.64,2.93,1.25,1.75,0.91,0,0.75,5.54,751.54,451.04,484.09,559.33,22.71,170.52,614.88,56.74,2699.87,728.73,458.39,554.1,608.27,34.13,178.94,583.83,2881.72
O,1098.67,270.04,681.81,375.02,76.68,184.96,315.47,246.81,1458.97,2.55,2.17,1.88,2.48,1.56,1.92,1.2,1.05,1.18,3.72,1090.57,327.65,714,309.16,76.69,184.91,348.23,111.75,1694.78,1038.61,323.91,730.58,326.71,63.64,181.89,310.68,1950.07
O,1374.84,859.91,701.09,1539.65,0,225.25,899.4,0,2443.29,9.98,6.47,6.71,9.66,5.79,5.94,0.18,0,0.46,8.03,632.6,647.64,7.95,1196.92,3.59,205.83,502.01,0.02,2033.3,841.99,602.86,286.98,1028.68,0,146.99,700.37,1813.73
O,1107.57,729.66,592.08,1345.09,0,218.25,791.61,0,2235.26,8.69,5.79,5.98,8.83,5.69,5.43,0.19,0,0.45,7.51,761.06,670.35,74.92,1235,8.61,186.95,549.22,5.07,2072.58,854.14,631.95,289.19,1026.64,0,150.39,712.32,1742.44
O,732.8,469.46,616.33,621.67,63.22,169.05,694.98,117.4,2317.58,1.79,2.82,1.71,3.06,1.12,2.14,0.87,0,0.82,5.13,793.44,515.21,558.52,733.49,24.73,159.55,764.86,55.98,2423.91,834.48,592.72,546.95,716.02,42.54,173.4,736.95,2502.03
O,713.04,454.78,604.58,621.6,63.25,170.59,675.17,115.16,2307.12,1.75,2.75,1.68,3.06,1.13,2.08,0.87,0,0.81,5.11,777.2,508.3,554.1,722.92,23.48,157.46,733.96,50.9,2413.84,834.48,592.72,546.95,716.02,42.54,173.4,736.95,2502.03
O,1287.13,298.24,916.4,578.01,110.15,215.46,577.22,489.98,2391.4,6.01,4.36,4.54,5.86,4.57,3.99,3.34,0.17,8.05,6.75,1056.77,314.82,624.56,390.45,3.94,156.62,448.01,624.21,2288.2,1072.67,264.84,608.86,464.74,16.11,182.02,463.79,2314.71
O,1031.25,205.41,756.21,506.16,119.23,176.62,552.71,460.46,2241.11,5.21,3.25,3.98,5.61,4.12,3.65,3.48,0,6.53,6.32,1068.63,305.78,541.9,462.74,45.57,159.82,604.83,16.82,2129.61,835.94,135.53,559.95,407.51,75.88,171.74,490.07,2216.36
O,1029.69,467.14,713.36,701.09,69.18,279.2,0,136.89,1307,3.31,2.51,2.32,3.13,2.42,0,2,0,1.36,3.74,1082.98,422.62,457.51,727.89,31.88,267.1,0,130.89,1373.6,1113.88,470.06,502.85,753.92,15.82,267.94,0,1336.77
O,990.51,442.01,680.33,684.47,68.86,278.91,0,131.34,1270.63,3.21,2.4,2.23,3.07,2.42,0,1.99,0,1.31,3.65,1087.63,421.61,495.82,724.63,35.82,270.14,0,127.85,1366.75,1113.88,470.06,502.85,730.9,15.82,267.94,0,1336.77
O,798.51,332.66,637.63,412,86.44,165.46,491.09,166.05,2052.6,1.6,2.6,1.48,2.46,0.87,1.5,0.66,0.72,0.59,4.63,854.03,378.04,616.29,370.33,101.2,141.7,447.49,199.94,2222.66,716.85,364.23,666.71,380.64,68.72,152.19,379.96,2457.28
O,1216.15,293.09,891.23,495.86,116.84,263.57,171.39,457.15,1323.16,3.37,2.05,2.36,2.68,1.99,1.77,1.9,0,1.74,3.64,1301.81,447.15,588.93,424.17,13.53,252.85,15.72,515.24,1474.33,1380.49,361.76,524.65,467.49,13.54,244.91,73.22,1708.59
O,653.3,336.02,634.13,394.74,79.03,84.36,503.16,0,2464.36,1.06,3.35,1.26,2.72,0.48,1.27,0.41,0.4,0.35,5.24,730.82,385.3,695.24,453.05,82.86,85.45,395.02,146.7,2711.29,735.3,352.64,728.3,557.87,74.62,86.25,451.24,2896.65
O,645,324.49,635.89,399.99,79.02,84.46,500.3,0,2495.11,1.04,3.25,1.26,2.75,0.48,1.26,0.41,0.4,0.35,5.3,739.59,368.24,690.79,472.82,82.68,84.43,415.14,151.86,2720.06,735.3,352.64,728.3,575.82,74.62,86.25,451.24,2896.65
O,1193.1,232.35,788.27,353.45,88.57,211.79,248.23,329.77,1466.36,2.96,1.91,2.08,2.34,1.72,1.77,1.42,0.84,1.35,3.71,1225.69,322.42,684.35,337.62,64.31,192.63,190.63,286.68,1659.38,1235.05,291.29,704.91,300.63,34.8,198.6,205.56,1801.61
O,1001.17,309.48,697.39,367.62,67.67,205.9,428.83,230.18,1684.56,2.5,2.61,2.07,2.55,1.83,1.92,1.4,1.24,1.29,4.11,1047.89,372.53,619.44,305.57,7.95,194.65,458.72,1.74,1844.28,1045.28,376.4,587.37,305.14,32.44,179.88,430.99,1982.89
O,942.24,238.88,633.85,437.66,94.92,227.78,492.27,217.76,1785.3,2.36,2.06,1.9,2.81,1.91,2.06,1.51,0.73,1.24,4.27,1026.07,289.3,546.36,465.01,76.37,179.35,571.53,38.05,1993.01,1009.37,261.39,523.39,532.43,73.24,193.68,553.25,2307.22
O,1084.46,889.69,467.97,962.5,0,231.66,0,0,1824.99,6.4,5.43,4.83,5.6,4.49,0,0,0,0,5.71,837.21,911.63,134.61,628.31,0,284.3,0,0,1773.09,890.87,1061.95,185.45,643.26,0,169.2,0.3,1791.7
O,1195.78,617.51,793.03,710.88,74.4,228.47,635.31,150.37,1890.33,4.33,4.19,3.38,4.15,3.26,3.15,2.5,0,2.33,5.05,1148.23,734.31,516.52,660.62,48.96,216.15,698.58,79.8,1858.03,1102.36,811.94,477.95,655.32,15.79,201,588.82,1894.74
O,784.61,190.26,710.29,270.75,105.53,80.81,436.93,209.03,2161.06,1.53,2.53,1.61,2.47,0.99,1.45,0.82,0.72,0.74,4.63,863.84,177.28,717.88,269.21,123.31,76.38,310.83,220.15,2547.66,824.59,174.19,747.05,280.83,105.65,80.61,316.55,2832.6
O,768.56,186.03,703.35,275.59,106.01,80.82,430.64,206.16,2201.87,1.5,2.48,1.6,2.51,0.99,1.43,0.82,0.72,0.74,4.72,868.59,181.96,715.81,287.95,113.91,77.35,318.91,222.89,2563.11,824.59,174.19,747.05,280.83,105.65,80.61,316.55,2832.6
O,714.54,623.88,364.69,829.12,35.41,229.2,530.16,1.25,1872.43,2.28,2.67,1.74,3.07,1.87,2.88,0.89,0.07,0.06,4.35,699.46,704.05,323.31,829.63,18.43,218.7,620.9,11.39,2056.31,743.49,723.81,305.64,779.32,21.16,239.86,571.4,2065.08
O,611.19,720.98,327.52,884.72,39.73,208.47,840.47,24.03,1997.17,1.76,2.81,1.31,3.01,1.32,2.43,0.78,0,0.71,4.79,719.14,961.61,334.39,936.67,7.74,192.97,1021.55,4.75,2087.1,616.82,815.27,275.73,885.4,22.86,195.29,900.77,2034.08
O,694.3,713.38,306.48,924.45,0,204.66,621.93,0,1915.76,3.51,3.49,2.46,3.89,2.71,3.12,0,0,0,4.86,710.03,743.75,296.43,998.29,0,222.98,777.66,0,1863.45,687.1,743.99,268.74,912.98,0,154.18,665.54,1872.6
O,1174.27,0,782.95,429.6,80.31,216.84,215.19,286.93,1471.86,2.94,2.08,2.14,2.49,1.83,1.72,1.62,0.88,1.44,3.73,1292.81,395.79,759.37,432.59,22.13,204.37,193.53,227.03,1646.75,1279.64,428.98,719.44,398.83,47.92,196.45,161.46,1725.49
O,1665.71,410.4,986.04,644.13,119.17,193.89,484.34,633.09,1887.07,6.59,5.39,4.84,5.71,4.85,4.17,3.38,0,6.44,5.92,1367.96,605.88,274.39,382.06,195.28,116.99,265.1,549.24,1649.96,1349.01,407.11,538.9,467.94,0,159.01,237.26,1547.88
O,1102.76,994.28,369.2,1389.32,0,190.01,1095.57,0,2339.47,7.3,5.36,3.94,6.95,4.33,5.15,0,0,0,6.6,813.29,760.14,87.62,1049.14,0,192.01,660.41,0,1825.07,744.92,793.3,223.39,1128.97,0,90.58,794.23,2091.99
O,1197.86,385.53,724.91,578.7,56.77,301.27,321.57,196.8,1618.05,3.46,2.78,2.65,3.27,2.68,2.23,1.77,0.58,1.82,4.09,1265.76,492.19,723.1,555.59,55.57,268.59,453.83,99.45,1804.86,1063.36,363.54,666.63,578.09,28.44,281.73,369.74,1771.28
O,961.75,770.71,383.67,957.38,0,172.49,342.69,0,2079.5,7.25,5.77,4.87,6.36,4.56,3.2,0,0,0,6.36,887.33,769.12,128.13,800.35,0,130.48,448.47,0,1994.5,829.54,667.35,240.07,791.17,0,114.41,376.15,2154.84
O,1382.12,507.53,845.04,960.24,134.33,251.44,847.5,0,2693.11,7.86,5.28,5.3,7.22,5.1,5.08,3.74,0,0,7.51,988.15,467.21,397.4,812.33,104.94,160.8,732.46,0,2416.31,1078.54,457.23,484.35,757.88,0,251.33,752.64,2349.98
O,1096.26,444.15,712.26,805.68,128.26,240.15,714.35,0,2518.72,6.71,4.76,4.7,6.34,4.9,4.49,3.58,0,0,7.12,1072.42,441.49,451.01,806.66,84.33,142.57,746.48,0,2417.94,1134.29,490.57,462.94,725.65,68.12,255.69,733.04,2436.98
O,1199.49,260.89,799.6,426.05,65.49,190.83,193.35,307.67,1464.21,2.63,1.86,1.87,2.49,1.67,1.74,1.14,0,1.26,3.24,1222.79,249.26,743.53,394.25,40.27,173.15,33.3,287.96,1483.08,1156.53,268.32,731.12,391.72,49.42,186.4,74.17,1473.1
O,1130.89,248.98,764.57,410,65.46,190.62,183.89,297.55,1431.5,2.51,1.79,1.8,2.41,1.67,1.67,1.14,0,1.22,3.18,1224.06,253.93,758.84,414.89,46.2,176.05,53.43,279.08,1478.76,1156.53,268.32,731.12,387.04,49.42,186.4,74.17,1473.1
O,605.39,513.4,377.73,830.06,0,175.21,705.2,0,1364.55,3.06,2.7,2.6,4.08,2.43,2.85,0,0.07,0,3.52,607.94,469.33,320.65,744.31,0,195.48,679.71,0,1350.91,630.61,459.49,303.98,738.98,1.96,159.33,646.59,1491.03
O,0,454.94,692.74,637.11,56.73,323.18,0,160.02,974.15,3.12,2.21,2.02,3.01,1.95,0,1.43,0,1.52,3.22,908.78,462.27,568.24,601.94,7.87,309.25,0,130.32,1000.47,0,0,382.94,0,170.17,0,0,0
O,1428.85,80.6,1142.98,296.26,82.45,156.19,333.38,436.94,2713.82,8.51,3.22,6.46,7.06,5.92,5.15,3.16,0,6.05,8.42,1158.03,100.8,743.32,272.33,1.29,188.66,261.45,8.1,2211.48,957.59,73.2,725.13,136.04,31.22,134.5,244.02,2287.82
O,1214.06,73.13,999.02,249.52,81.38,152.02,292.49,392.14,2605.87,7.64,3,5.89,6.32,5.83,4.69,3.13,0,5.57,8.17,1208.94,90.73,768.49,265.45,4.99,218.52,254.95,33.8,2223.02,957.59,28.29,725.13,136.04,31.22,134.5,246.03,2287.82
O,946.42,553.33,515.01,756.54,0,233.1,295.26,0,1816.61,2.71,2.44,1.88,2.94,1.84,2.73,0,0,0,4.19,1069.69,641.05,546.95,716.86,0,216.18,138.46,0,1849.88,936.6,610.95,508.06,707.6,0,202.83,273.38,1815.98
O,1090.67,213.85,735.71,253.53,91.95,167.24,350.07,299.88,1545.86,2.32,2.14,1.79,2.09,1.43,1.73,1.17,1.11,1.09,3.43,1215.63,313,774.81,278.33,82.29,154.25,234.25,286.12,1777.92,1206.63,345.8,815.66,259.88,87.23,142.23,265.26,2059.47
O,726.13,739.6,360.24,769.66,0,163.94,0,0,1579.06,2.37,2.59,1.72,3.55,1.93,0,0,0,0,3.86,731.36,640.94,281.81,693.22,0,99.05,0,0,1587.69,813.14,691.04,241.84,789.69,0,170.22,0,1558.8
O,335.93,748.29,102.73,1000,37.95,59.1,824.49,0,1840.54,2.12,2.99,1.54,3.39,1.4,3,1.62,0,0,4.26,322.78,824,77.04,1007.28,1.56,29.82,938.84,0,2020.33,344.42,790.45,82.94,966.22,18.94,51.55,836.64,2187.13
O,730.66,380.08,631.08,444.11,80.84,121.48,554.82,194.81,2437.09,1.16,3.06,1.23,2.51,0.59,1.31,0.42,0.6,0.6,5.11,844.99,377.28,679.41,521.49,70.46,140.88,507.26,81.13,2767.86,833.92,392.16,763.15,525.85,77.46,128.77,507.92,3062.02
O,718.07,367.75,629.78,443.7,80.66,121.75,550.85,191.51,2465.31,1.14,2.98,1.23,2.51,0.6,1.3,0.42,0.6,0.59,5.17,842.73,376.57,685.87,524.24,70.9,138.18,533.61,82.82,2754.65,833.92,392.16,763.15,525.85,77.46,128.77,507.92,3062.02
O,1214.82,0,780.58,391.05,80.07,272.61,179.14,417.24,1298.02,2.84,1.9,1.94,2.43,1.87,1.72,1.52,1.17,1.45,3.17,1314.36,338.9,792.74,327.55,59.62,252.44,78.29,369.06,1443.65,1349.07,582.84,772.44,358.7,57.15,254.03,111.8,1623.83
